address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Всеволода Вишневского ул. 5;29.764105;59.997284;Всеволода Вишневского ул.;5;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1900;1987;2407.58007812;2175.89990234;0.0;3;4;102;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;12, 28, 4;12, 56, 12;;;;;1254;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2013";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;341;;3;557;8436
г. Кронштадт Ленинградская ул. 11/41;29.787299;59.988527;Ленинградская ул.;11/41;;А;Кронштадский;2 комн., 4 комн., 5 комн.;1, 7, 3;2, 28, 15;Индивидуальный;1900;1963;2397;1643.90002441;544.099975586;3;4;122;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 4 комн.;9, 2;18, 8;3;;;;193;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"1996; 2006; 2006; 2006; 2011";"Благоустройство придомовой территории; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1506;;3;;8441
г. Кронштадт Мартынова ул. 11;29.75894;59.991214;Мартынова ул.;11;;А;Кронштадский;2 комн., 3 комн.;1, 1;2, 3;Индивидуальный;1870;1976;1218.7800293;1068.40002441;;2;3;52;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;2, 3, 7;2, 6, 21;;;;;951;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2010; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1189.90002441;;2;;8780
г. Кронштадт Карла Маркса ул. 13;29.765614;59.994504;Карла Маркса ул.;13;;А;Кронштадский;2 комн., 3 комн.;0, 3;0, 9;Индивидуальный;1900;1960;1357.76000977;1201.26000977;;2;3;69;76;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;10, 6;20, 18;0.0;;;;258;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"1999; 2011";"Ремонт или замена системы электроснабжения; Ремонт фасадов без утепления";;747;;1;382;9046
г. Кронштадт Зосимова ул. 7;29.758949;59.998085;Зосимова ул.;7;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1971;;3686.19995117;3011.30004883;57.2999992371;3;6;146;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн.;36, 35;36, 70;1;1971;;;4608;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2001; 2006; 2011; 2012";"Благоустройство придомовой территории; Благоустройство придомовой территории; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт конструкций и замена покрытий крыш";3;;3;3;520;9134
г. Кронштадт Советская ул. 11;29.784551;59.992762;Советская ул.;11;;Б;Кронштадский;2 комн., 3 комн., 4 комн.;1, 0, 1;2, 0, 4;Индивидуальный;1880;1965;764.520019531;707.520019531;;1;3;40;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;0, 2, 4, 1;0, 4, 12, 4;;;;;291;14.12.2009;"ООО""ЖКС Кронштадтского района""";0.0;2005;Благоустройство придомовой территории;;;;4;1298;9280
г. Кронштадт Андреевская ул. 14;29.759074;59.99665;Андреевская ул.;14;;А;Кронштадский;;;;Индивидуальный;1979;;3354.62988281;2759.62988281;;3;4;142;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;19, 18, 19;19, 36, 57;;;;;2315;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;3;740;9282
г. Кронштадт Кронштадтская ул. 9;29.770734;59.998828;Кронштадтская ул.;9;;А;Кронштадский;;;;Индивидуальный;1967;;2804.58007812;2548.10009766;;3;5;138;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 45, 5;10, 90, 15;;;;;425;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2007";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;3;741;9376
г. Кронштадт Флотская ул. 5;29.776636;59.996632;Флотская ул.;5;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1973;;3990.69995117;2737.30004883;648.5;3;5;121;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;14, 42, 0, 0, 0, 0, 0;14, 84, 0, 0, 0, 0, 0;1;;;;1024;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";3;;;3;693.200012207;9387
г. Кронштадт Интернациональная ул. 5/11;29.791081;59.990444;Интернациональная ул.;5/11;;А;Кронштадский;;;;Индивидуальный;1960;;869.799987793;758.599975586;;2;3;40;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;6, 6, 6;6, 12, 18;;;;;1248;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2013; 2013; 2013; 2013; 2013; 2013; 2013";"Ремонт или замена системы газоснабжения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов с утеплением";;434;;2;238;9511
г. Кронштадт Интернациональная ул. 7/22;29.789869;59.990696;Интернациональная ул.;7/22;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1974;1319;868.900024414;292.100006104;3;2;44;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;2, 1, 8;2, 2, 24;2;;;;1524;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2010; 2010; 2010; 2010; 2010; 2010; 2011";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1118;;3;512;9592
г. Кронштадт Ленинградская ул. 3;29.789348;59.988077;Ленинградская ул.;3;;А;Кронштадский;2 комн., 3 комн., 4 комн.;1, 1, 2;2, 3, 8;Индивидуальный;1955;;3098.10009766;2635;160.399993896;4;4;148;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;34, 4, 2;68, 12, 8;2;;;;1528;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2006; 2007; 2010; 2011; 2012";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1066.69995117;;4;;9749
г. Кронштадт Посадская ул. 36/11;29.760548;59.994292;Посадская ул.;36/11;;А;Кронштадский;3 комн., 4 комн.;4, 2;12, 8;Индивидуальный;1956;;3337.2800293;2807.19995117;90.1800003052;4;4;146;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;1, 10, 21, 2;1, 20, 63, 8;;;;;1375;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2000; 2007; 2011; 2011; 2011; 2011; 2011; 2011; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1341;;4;1240.30004883;9929
г. Кронштадт Ленина пр. 8;29.769082;59.998603;Ленина пр.;8;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1974;;7756.70019531;5376.89990234;1492.5;6;5;151;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;34, 52, 23;34, 104, 69;1;;;;2115;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"1996; 2006; 2006";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;6;1873;10159
г. Кронштадт Флотская ул. 17;29.77342;59.997311;Флотская ул.;17;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1968;;2725.35009766;2327.10009766;173.300003052;3;5;124;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;23, 13, 20, 0, 0, 0, 0;23, 26, 60, 0, 0, 0, 0;;;;;864;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;;;3;598.299987793;10207
г. Кронштадт Гусева ул. 6;29.786671;59.992884;Гусева ул.;6;;А;Кронштадский;;;;1-528 КП 1-7;1968;;1754.7199707;1577.7199707;0.0;2;5;82;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 10, 10;20, 20, 30;;;;;1074;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2008";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;2;439;10319
